"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
50,"RM",60,10440,"Reg","Corner","OldTown","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","No","Unf",0,0,440,440,"Gd",682,548,0,1230,0,0,1,1,2,1,"TA",5,0,"Detchd",1966,"Unf",2,440,74,0,128,0,0,0,0,5,2009,110000
60,"RL",100,13000,"Reg","Corner","NAmes","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,"TA","CBlock","Gd","No","Rec",448,0,448,896,"TA",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,1,"Attchd",1968,"Fin",1,509,0,72,0,0,252,0,0,6,2009,193500
120,"RM",32,4500,"Reg","Inside","NAmes","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",443,"TA","PConc","Ex","No","GLQ",1201,0,36,1237,"Ex",1337,0,0,1337,1,0,2,0,2,1,"TA",5,0,"Attchd",1998,"Fin",2,405,0,199,0,0,0,0,0,3,2006,153500
20,"RL",78,10206,"Reg","Inside","NAmes","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",468,"TA","PConc","Gd","No","GLQ",33,0,1530,1563,"Ex",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,1,"Attchd",2007,"RFn",3,758,144,99,0,0,0,0,0,10,2008,245000
20,"RL",80,8892,"IR1","Inside","NAmes","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","None",66,"TA","CBlock","TA","No","Unf",0,0,1065,1065,"Gd",1065,0,0,1065,0,0,1,1,3,1,"TA",6,0,"Detchd",1974,"Unf",2,461,74,0,0,0,0,0,0,7,2007,126500
80,"RL",0,8530,"IR1","Inside","NAmes","1Story",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",22,"TA","PConc","Gd","No","Unf",0,0,384,384,"Gd",804,670,0,1474,0,0,2,1,3,1,"TA",7,1,"Attchd",1995,"Fin",2,400,120,72,0,0,0,0,700,5,2009,168500
60,"RL",121,16059,"Reg","Corner","NAmes","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,"Gd","CBlock","Gd","No","Unf",0,0,1288,1288,"Ex",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,1,"Attchd",1991,"Unf",2,462,127,82,0,0,0,0,0,4,2006,260000
60,"RL",122,11911,"Reg","Inside","NAmes","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","Unf",0,0,684,684,"Ex",684,876,0,1560,0,0,2,1,3,1,"Gd",6,1,"Attchd",2005,"Fin",2,400,100,38,0,0,0,0,0,3,2009,174000
160,"RL",40,3951,"Reg","Corner","NAmes","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,"Gd","PConc","Gd","Av","Unf",0,0,612,612,"Ex",612,612,0,1224,0,0,2,1,2,1,"Gd",4,0,"Detchd",2009,"RFn",2,528,0,234,0,0,0,0,0,6,2009,164500
50,"RL",105,8470,"IR1","Corner","NAmes","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood","None",0,"TA","CBlock","TA","No","Unf",0,0,1013,1013,"TA",1013,0,513,1526,0,0,1,0,2,1,"TA",6,0,"Attchd",0,"Unf",0,0,0,0,156,0,0,0,0,10,2009,85000
20,"RL",60,8070,"Reg","Inside","CollgCr","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","GLQ",588,0,402,990,"Ex",990,0,0,990,1,0,1,0,3,1,"TA",5,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,8,2007,123600
20,"RL",60,7200,"Reg","Inside","NAmes","1Story",4,5,1950,1950,"Gable","VinylSd","Wd Sdng","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"TA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,0,"Detchd",1950,"Unf",2,420,0,29,0,0,0,0,0,7,2006,109900
20,"RL",85,8500,"Reg","Inside","NAmes","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard","None",203,"TA","CBlock","TA","No","Rec",600,0,635,1235,"TA",1235,0,0,1235,0,0,1,0,2,1,"TA",6,0,"Attchd",1961,"Unf",2,480,0,0,0,0,0,0,0,12,2006,98600
30,"RL",80,13360,"IR1","Inside","NAmes","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","Gd","No","ALQ",713,0,163,876,"Ex",964,0,0,964,1,0,1,0,2,1,"TA",5,0,"Detchd",1921,"Unf",2,432,0,0,44,0,0,0,0,8,2009,163500
190,"RL",60,7200,"Reg","Corner","OldTown","1Story",6,6,1910,1998,"Hip","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","Mn","Rec",1046,0,168,1214,"Ex",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,1,"Detchd",1900,"Unf",2,506,0,0,0,0,99,0,0,11,2007,133900
60,"RL",69,9337,"IR1","Inside","CollgCr","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","GLQ",648,0,176,824,"Ex",905,881,0,1786,1,0,2,1,3,1,"Gd",7,0,"Attchd",1997,"RFn",2,684,0,162,0,0,0,0,0,5,2007,204750
60,"RL",0,9765,"Reg","Corner","NAmes","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,"TA","PConc","Gd","No","ALQ",310,0,370,680,"Gd",680,790,0,1470,0,0,2,1,3,1,"TA",6,1,"Attchd",1993,"Fin",2,420,232,63,0,0,0,0,480,4,2009,185000
20,"RL",78,10264,"IR1","Inside","CollgCr","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","PConc","Gd","Av","ALQ",1162,0,426,1588,"Ex",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,0,"Attchd",1999,"RFn",2,472,158,29,0,0,0,0,0,8,2006,214000
20,"RL",73,10921,"Reg","Inside","NAmes","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard","BrkFace",48,"TA","CBlock","TA","No","Rec",520,0,440,960,"TA",960,0,0,960,1,0,1,0,3,1,"TA",6,0,"Attchd",1965,"Fin",1,432,120,0,0,0,0,0,0,5,2007,94750
30,"RL",85,10625,"Reg","Corner","NAmes","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","ALQ",108,0,350,458,"Ex",835,0,0,835,0,0,1,0,2,1,"TA",5,0,"Attchd",1920,"Unf",1,366,0,0,77,0,0,0,400,5,2010,83000
20,"RL",77,9320,"IR1","Inside","NAmes","1Story",4,5,1959,1959,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","No","ALQ",569,0,381,950,"Ex",1225,0,0,1225,1,0,1,1,3,1,"TA",6,0,"Attchd",0,"Unf",0,0,352,0,0,0,0,0,400,1,2010,128950
20,"RL",0,10603,"IR1","Inside","NAmes","1Story",6,7,1977,2001,"Gable","Plywood","Plywood","BrkFace",28,"TA","PConc","TA","Mn","ALQ",1200,0,410,1610,"Gd",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,2,"Attchd",1977,"RFn",2,480,168,68,0,0,0,0,0,2,2010,205000
60,"RL",77,9206,"Reg","Inside","NAmes","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard","BrkFace",336,"Gd","CBlock","Gd","No","Unf",0,0,741,741,"TA",977,755,0,1732,0,0,2,1,3,1,"Gd",7,1,"Attchd",1985,"Fin",2,476,192,46,0,0,0,0,0,6,2010,178000
90,"RL",64,7018,"Reg","Inside","NAmes","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"TA",1535,0,0,1535,0,0,2,0,4,2,"TA",8,0,"Attchd",1979,"Unf",2,410,0,0,0,0,0,0,0,6,2009,118964
20,"RL",94,10402,"IR1","Corner","CollgCr","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","Unf",0,0,1226,1226,"Ex",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,0,"Attchd",2009,"RFn",3,740,0,36,0,0,0,0,0,5,2010,198900
50,"RM",0,7758,"Reg","Corner","NAmes","1.5Fin",7,4,1931,1950,"Gable","VinylSd","VinylSd","BrkFace",600,"TA","PConc","TA","No","Unf",224,0,816,1040,"Ex",1226,592,0,1818,0,0,1,1,4,1,"TA",7,2,"Detchd",1951,"Unf",1,240,0,0,0,0,184,0,0,6,2007,169500
60,"RL",75,9375,"Reg","Inside","NAmes","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",768,"Gd","PConc","Ex","No","Unf",0,0,1053,1053,"Ex",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,1,"Attchd",2003,"RFn",2,648,140,45,0,0,0,0,0,8,2008,250000
30,"RM",60,10800,"Reg","Inside","OldTown","1Story",4,7,1885,1995,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,641,641,"Gd",1047,0,0,1047,0,0,1,0,2,1,"TA",6,0,"Detchd",1954,"Unf",1,273,0,0,0,0,0,0,450,8,2007,1e+05
20,"RM",50,6000,"Reg","Inside","OldTown","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","ALQ",104,169,516,789,"Ex",789,0,0,789,0,0,1,0,2,1,"TA",5,0,"Detchd",1948,"Unf",1,250,0,0,0,0,0,0,0,4,2008,115000
50,"RM",85,8500,"Reg","Corner","NAmes","1.5Fin",5,7,1919,2005,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",0,0,793,793,"TA",997,520,0,1517,0,0,2,0,3,1,"TA",7,0,"Attchd",0,"Unf",0,0,0,0,144,0,0,0,0,8,2007,115000
20,"RL",105,11751,"IR1","Inside","NAmes","1Story",6,6,1977,1977,"Hip","Plywood","Plywood","BrkFace",480,"TA","CBlock","Gd","No","BLQ",705,0,1139,1844,"Ex",1844,0,0,1844,0,0,2,0,3,1,"TA",7,1,"Attchd",1977,"RFn",2,546,0,122,0,0,0,0,0,1,2010,190000
50,"RL",75,9525,"Reg","Inside","NAmes","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Rec",444,0,550,994,"Gd",1216,639,0,1855,0,0,2,0,4,1,"TA",7,0,"Attchd",1954,"Unf",1,325,182,0,0,0,0,0,0,10,2006,136900
80,"RL",0,7750,"IR1","Inside","NAmes","1Story",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","GLQ",250,0,134,384,"Ex",774,656,0,1430,0,0,2,1,3,1,"TA",7,1,"Attchd",2000,"Fin",2,400,180,0,0,0,0,0,0,4,2010,180000
60,"RL",77,9965,"Reg","Inside","CollgCr","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",220,"Gd","PConc","Ex","Av","GLQ",984,0,280,1264,"Ex",1282,1414,0,2696,1,0,2,1,4,1,"TA",10,1,"Attchd",2007,"Fin",3,792,120,184,0,0,168,0,0,10,2007,383970
20,"RL",0,21000,"Reg","Corner","NAmes","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,"TA","CBlock","Gd","Mn","ALQ",35,869,905,1809,"TA",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,2,"Attchd",1953,"Unf",2,450,166,120,192,0,0,0,0,10,2007,217000
70,"RL",61,7259,"IR1","Inside","NAmes","2Story",6,8,1945,2002,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","ALQ",774,150,104,1028,"Ex",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,1,"Detchd",1945,"Unf",1,180,224,0,0,0,0,0,0,7,2007,259500
160,"RL",34,3230,"Reg","Corner","NAmes","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",1129,"TA","PConc","Gd","No","GLQ",419,0,310,729,"Gd",729,729,0,1458,0,0,2,1,2,1,"TA",5,1,"Detchd",1999,"Unf",2,440,0,32,0,0,0,0,0,6,2007,176000
20,"RL",0,11616,"Reg","Inside","NAmes","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,"TA","CBlock","TA","No","Unf",170,670,252,1092,"TA",1092,0,0,1092,0,1,1,0,3,1,"TA",6,1,"Attchd",1962,"Unf",1,288,0,20,144,0,0,0,0,9,2009,139000
20,"RL",74,8536,"Reg","Corner","NAmes","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","Unf",0,0,1125,1125,"Gd",1125,0,0,1125,0,0,1,1,2,1,"TA",5,0,"Attchd",2007,"Unf",2,430,80,64,0,0,0,0,0,4,2007,155000
60,"RL",90,12376,"Reg","Corner","NAmes","2Story",7,5,1990,1990,"Hip","Plywood","Plywood","None",0,"TA","PConc","Gd","Mn","GLQ",1470,0,203,1673,"Gd",1699,1523,0,3222,1,0,3,0,5,1,"Gd",11,2,"Attchd",1990,"Unf",3,594,367,0,0,0,0,0,0,5,2010,320000
60,"RL",65,8461,"Reg","Inside","CollgCr","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,728,728,"Ex",728,728,0,1456,0,0,2,1,3,1,"Gd",8,1,"Attchd",2005,"Fin",2,390,0,24,0,0,0,0,0,7,2006,163990
80,"RL",0,21453,"IR1","Inside","NAmes","1Story",6,5,1969,1969,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","Gd","ALQ",938,0,0,938,"Ex",988,0,0,988,1,0,1,0,1,1,"TA",4,2,"Attchd",1969,"Unf",2,540,0,130,0,130,0,0,0,10,2006,180000
50,"RM",50,6060,"Reg","Inside","NAmes","1.5Fin",4,5,1939,1950,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,732,732,"Gd",772,351,0,1123,0,0,1,0,3,1,"TA",4,0,"Detchd",1979,"Unf",1,264,0,0,140,0,0,0,0,6,2007,1e+05
20,"RL",75,9464,"Reg","Corner","NAmes","1Story",6,7,1958,1958,"Hip","MetalSd","MetalSd","BrkFace",135,"TA","CBlock","TA","No","BLQ",570,0,510,1080,"Gd",1080,0,0,1080,0,0,1,0,3,1,"TA",5,0,"Attchd",1958,"Unf",1,288,0,0,0,0,130,0,0,6,2008,136000
120,"RL",55,7892,"Reg","Inside","NAmes","1Story",6,5,1993,1993,"Gable","Plywood","Plywood","None",0,"Gd","PConc","Gd","No","GLQ",300,0,899,1199,"Ex",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,0,"Attchd",1993,"RFn",2,530,0,63,0,0,0,0,0,3,2008,153900
20,"RL",48,17043,"IR1","Inside","NAmes","1Story",6,5,1979,1998,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","No","Unf",0,0,1362,1362,"TA",1586,0,0,1586,0,0,2,0,3,1,"TA",7,1,"Attchd",1979,"Unf",2,435,192,0,0,0,0,0,0,1,2009,181000
190,"RM",60,6780,"Reg","Inside","NAmes","1.5Fin",6,8,1935,1982,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","Av","GLQ",490,0,30,520,"Gd",520,0,234,754,1,0,1,0,2,1,"TA",5,0,"Attchd",0,"Unf",0,0,53,0,0,0,0,0,0,6,2006,84500
120,"RL",0,4928,"IR1","Inside","NAmes","1Story",6,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","No","ALQ",120,0,958,1078,"TA",958,0,0,958,0,0,2,0,2,1,"TA",5,1,"Attchd",1977,"RFn",2,440,0,205,0,0,0,0,0,2,2007,128000
45,"RM",55,4388,"IR1","Inside","OldTown","1Story",5,7,1930,1950,"Gable","VinylSd","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",116,0,556,672,"Ex",840,0,0,840,0,0,1,0,3,1,"TA",5,1,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,6,2007,87000
60,"RL",69,7590,"Reg","Inside","NAmes","2Story",6,5,1966,1966,"Gable","VinylSd","VinylSd","BrkFace",266,"TA","CBlock","TA","No","BLQ",512,0,148,660,"TA",660,688,0,1348,0,0,1,1,3,1,"TA",6,1,"Attchd",1966,"RFn",2,453,188,108,0,0,0,0,0,7,2006,155000
20,"RL",69,8973,"Reg","Inside","NAmes","1Story",5,7,1958,1991,"Gable","Plywood","Plywood","BrkFace",85,"TA","CBlock","TA","No","Rec",567,28,413,1008,"TA",1053,0,0,1053,0,1,1,1,3,1,"TA",6,0,"Attchd",1998,"RFn",2,750,0,80,0,180,0,0,0,7,2006,150000
60,"RL",88,14200,"Reg","Corner","NAmes","2Story",7,6,1966,1966,"Gable","MetalSd","MetalSd","BrkFace",309,"TA","CBlock","TA","No","Rec",445,0,479,924,"Ex",1216,941,0,2157,0,0,2,1,4,1,"Gd",8,2,"Attchd",1966,"Fin",2,487,105,66,0,0,0,0,0,5,2006,226000
60,"RL",0,12224,"IR1","Corner","NAmes","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","PConc","Gd","No","GLQ",695,0,297,992,"Ex",1022,1032,0,2054,1,0,2,1,3,1,"Gd",7,1,"Attchd",2000,"RFn",2,390,24,48,0,0,0,0,0,7,2009,244000
20,"RL",75,7388,"Reg","Corner","NAmes","1Story",5,6,1959,2002,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",405,0,658,1063,"Gd",1327,0,0,1327,1,0,1,0,3,1,"Gd",7,0,"Detchd",1974,"Unf",2,624,0,0,0,0,0,0,0,7,2007,150750
20,"RL",0,6853,"IR1","Inside","NAmes","1Story",8,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",136,"Gd","PConc","Ex","No","GLQ",1005,0,262,1267,"Ex",1296,0,0,1296,1,0,2,0,2,1,"Gd",6,0,"Attchd",2001,"Fin",2,471,192,25,0,0,0,0,0,6,2009,220000
20,"RL",78,10335,"IR1","Inside","NAmes","1Story",5,6,1968,1993,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","No","Rec",570,0,891,1461,"Gd",1721,0,0,1721,0,0,2,1,3,1,"TA",7,1,"Attchd",1968,"RFn",2,440,0,96,180,0,0,0,0,7,2006,180000
20,"RL",80,10400,"Reg","Inside","NAmes","1Story",7,6,1970,1970,"Hip","Plywood","Plywood","BrkFace",288,"TA","PConc","TA","No","Unf",0,0,1304,1304,"Gd",1682,0,0,1682,0,0,2,0,3,1,"TA",7,1,"Attchd",1970,"Unf",2,530,98,0,0,0,0,0,0,5,2008,174000
20,"RL",0,10355,"IR1","Corner","NAmes","1Story",5,5,1967,1967,"Gable","MetalSd","MetalSd","BrkFace",196,"TA","CBlock","TA","No","BLQ",695,0,519,1214,"TA",1214,0,0,1214,0,0,2,0,3,1,"TA",5,1,"Attchd",1967,"RFn",1,318,0,111,0,0,0,0,0,7,2007,143000
90,"RL",82,11070,"Reg","Inside","NAmes","1Story",7,5,1988,1989,"Gable","VinylSd","VinylSd","BrkFace",70,"TA","CBlock","TA","No","Unf",0,0,1907,1907,"Gd",1959,0,0,1959,0,0,3,0,5,2,"TA",9,0,"Attchd",1989,"Unf",3,766,0,0,0,0,0,0,0,7,2006,171000
60,"RL",73,9066,"IR1","Inside","CollgCr","2Story",8,5,1999,2000,"Gable","VinylSd","VinylSd","BrkFace",320,"Gd","PConc","Gd","Mn","GLQ",668,0,336,1004,"Ex",1004,848,0,1852,0,0,2,1,3,1,"Gd",7,2,"Attchd",1999,"Fin",3,660,224,106,0,0,0,0,0,12,2008,230000
60,"RL",65,15426,"IR1","Inside","CollgCr","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","GLQ",821,0,107,928,"Ex",928,836,0,1764,1,0,2,1,3,1,"Gd",7,0,"Attchd",1997,"RFn",2,470,276,99,0,0,0,0,0,8,2009,231500
20,"RL",70,10500,"Reg","Inside","NAmes","1Story",4,5,1971,1971,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","ALQ",432,0,432,864,"TA",864,0,0,864,0,0,1,0,3,1,"TA",5,1,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,4,2010,115000
20,"RL",78,11645,"Reg","Inside","CollgCr","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",1300,0,434,1734,"Ex",1734,0,0,1734,1,0,2,0,3,1,"Gd",7,0,"Attchd",2005,"Fin",2,660,160,24,0,0,0,0,0,1,2006,260000
50,"RL",71,8520,"Reg","Corner","NAmes","1.5Fin",5,4,1952,1952,"Gable","VinylSd","Wd Sdng","None",0,"TA","CBlock","TA","No","Rec",507,0,403,910,"Ex",910,475,0,1385,0,0,2,0,4,1,"TA",6,0,"Detchd",2000,"Unf",2,720,0,0,0,0,0,0,0,6,2010,166000
20,"RL",78,10335,"IR1","Inside","CollgCr","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","PConc","Gd","Gd","GLQ",679,0,811,1490,"Ex",1501,0,0,1501,1,0,2,0,3,1,"Gd",6,0,"Attchd",1999,"RFn",2,577,144,29,0,0,0,0,0,6,2009,204000
90,"RM",70,9100,"Reg","Inside","NAmes","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard","BrkFace",336,"TA","CBlock","TA","No","Rec",1332,0,396,1728,"TA",1728,0,0,1728,1,0,2,0,6,2,"TA",10,0,"Detchd",1963,"Unf",2,504,0,0,0,0,0,0,0,11,2006,125000
160,"RM",24,2522,"Reg","Inside","NAmes","2Story",6,5,2004,2006,"Gable","VinylSd","VinylSd","Stone",50,"Gd","PConc","Gd","No","Unf",0,0,970,970,"Ex",970,739,0,1709,0,0,2,0,3,1,"Gd",7,0,"Detchd",2004,"Unf",2,380,0,40,0,0,0,0,0,4,2006,130000
30,"RM",51,6120,"Reg","Corner","NAmes","1Story",5,7,1931,1993,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","BLQ",209,0,506,715,"TA",875,0,0,875,1,0,1,0,2,1,"TA",5,0,"Detchd",1931,"Unf",1,180,48,0,0,0,0,0,0,11,2009,105000
60,"RL",0,9505,"IR1","Inside","NAmes","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","BrkFace",180,"Gd","PConc","Gd","No","Unf",0,0,884,884,"Ex",884,1151,0,2035,0,0,2,1,3,1,"Gd",8,1,"Attchd",2001,"Fin",2,434,144,48,0,0,0,0,0,5,2010,222500
20,"RL",63,7500,"Reg","Inside","NAmes","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",120,"TA","PConc","Gd","No","GLQ",680,0,400,1080,"Ex",1080,0,0,1080,1,0,1,0,3,1,"Gd",6,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,4,2008,141000
50,"RM",0,6240,"Reg","Inside","NAmes","1.5Fin",5,4,1936,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","Gd","No","Unf",0,0,896,896,"Gd",896,448,0,1344,0,0,1,0,3,1,"TA",7,0,"Detchd",1936,"Unf",1,240,200,114,0,0,0,0,0,4,2006,115000
20,"RL",120,10356,"Reg","Corner","CollgCr","1Story",5,6,1975,1975,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","Av","BLQ",716,0,253,969,"TA",969,0,0,969,0,0,1,1,3,1,"TA",5,0,"Attchd",1975,"Unf",2,440,0,0,0,0,0,0,0,1,2007,122000
20,"RL",107,13891,"Reg","Inside","NAmes","1Story",8,5,2007,2008,"Hip","VinylSd","VinylSd","Stone",436,"Gd","PConc","Ex","Gd","GLQ",1400,0,310,1710,"Ex",1710,0,0,1710,1,0,2,0,2,1,"Gd",6,1,"Attchd",2007,"RFn",3,866,0,102,0,0,0,0,0,1,2008,372402
60,"RL",0,14803,"IR1","Inside","NAmes","2Story",6,5,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",252,"TA","CBlock","TA","No","Rec",416,0,409,825,"Gd",1097,896,0,1993,0,0,2,1,4,1,"TA",8,1,"Attchd",1971,"RFn",2,495,0,66,0,0,0,0,0,6,2006,190000
20,"RL",0,13500,"Reg","Inside","NAmes","1Story",6,7,1960,1975,"Gable","VinylSd","Plywood","None",0,"TA","CBlock","Gd","Gd","BLQ",429,1080,93,1602,"Gd",1252,0,0,1252,1,0,1,0,1,1,"TA",4,1,"Attchd",1960,"RFn",2,564,409,0,0,0,0,0,0,3,2008,235000
30,"RM",84,11340,"Reg","Corner","OldTown","1Story",6,5,1923,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,1200,1200,"TA",1200,0,0,1200,0,0,1,0,4,1,"TA",7,0,"Detchd",1923,"Unf",1,312,0,0,228,0,0,0,0,3,2006,125000
50,"RL",60,9600,"Reg","Corner","NAmes","1.5Fin",6,5,1924,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,572,572,"Ex",572,524,0,1096,0,0,1,0,2,1,"TA",5,0,"Attchd",0,"Unf",0,0,0,8,128,0,0,0,0,4,2008,79000
20,"RL",60,7200,"Reg","Inside","NAmes","1Story",5,7,1950,1950,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Unf",0,0,0,0,"TA",1040,0,0,1040,0,0,1,0,2,1,"TA",5,0,"Detchd",1950,"Unf",2,625,0,0,0,0,0,0,0,6,2006,109500
60,"RL",92,12003,"Reg","Corner","NAmes","2Story",8,5,2009,2010,"Gable","VinylSd","VinylSd","BrkFace",84,"Gd","PConc","Ex","No","Unf",0,0,774,774,"Ex",774,1194,0,1968,0,0,2,1,4,1,"TA",8,1,"Attchd",2009,"Fin",3,680,0,75,0,0,0,0,0,5,2010,269500
60,"RL",100,12552,"Reg","Corner","NAmes","2Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",222,0,769,991,"Ex",991,956,0,1947,0,0,2,1,3,1,"Gd",8,1,"Attchd",2004,"RFn",2,678,0,136,0,0,0,0,0,5,2010,254900
60,"RL",134,19378,"IR1","Corner","NAmes","2Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",456,"Gd","PConc","Gd","Mn","GLQ",57,0,1335,1392,"Ex",1392,1070,0,2462,1,0,2,1,4,1,"Gd",9,1,"Attchd",2006,"RFn",2,576,239,132,0,168,0,0,0,3,2006,320000
20,"RL",0,11120,"IR1","Inside","NAmes","1Story",6,6,1984,1984,"Gable","Plywood","Plywood","None",0,"TA","PConc","Gd","No","BLQ",660,0,572,1232,"TA",1232,0,0,1232,0,0,2,0,3,1,"TA",6,0,"Attchd",1984,"Unf",2,516,0,0,0,0,0,0,0,6,2008,162500
